Subject,grid,Concept,English Term,Arabic Term,Other Possible Translations
Science,4,Adaptation and Survival,Viruses,الفيروسات,
Science,4,Senses at Work,Sense of hearing,حاسة السمع,
Science,4,Senses at Work,Brain,المخ,
Science,4,Senses at Work,Communication systems,أنظمة التواصل,
Science,4,Senses at Work,Echo,الصدى,
Science,4,Senses at Work,Echolocation,تحديد الموقع بصدى الصوت,تحديد الموقع بالصدى
Science,4,Senses at Work,Foraging,البحث عن الغذاء,
Science,4,Senses at Work,Hearing,حاسة السمع,
Science,4,Senses at Work,High-pitched sound,صوت له درجة عالية,
Science,4,Senses at Work,Information,المعلومات,
Science,4,Senses at Work,Mammals,الثدييات,
Science,4,Senses at Work,Nerves,الأعصاب,
Science,4,Senses at Work,Nerve cell,خلايا عصبية,
Science,4,Senses at Work,Nervous system,الجهاز العصبي,
Science,4,Senses at Work,Network of nerves,شبكة من الأعصاب,
Science,4,Senses at Work,Physical adaptations,التكيفات التركيبية,
Science,4,Senses at Work,Pitch (sound),درجة الصوت,
Science,4,Senses at Work,React,رد الفعل,
Science,4,Senses at Work,Reaction time,زمن الاستجابة,
Science,4,Senses at Work,Receptor,المستقبلات,مُستقبِل
Science,4,Senses at Work,Reflected sound,الصوت المرتد,
Science,4,Senses at Work,Reflexes,ردود الفعل المنعكسة,
Science,4,Senses at Work,Response,الاستجابة,
Science,4,Senses at Work,Scent,رائحة,
Science,4,Senses at Work,Sense organs,أعضاء الحس,
Science,4,Senses at Work,Senses,الحواس,
Science,4,Senses at Work,Sensory adaptations,التكيفات الحسية,
Science,4,Senses at Work,Sensory receptors,المستقبلات الحسية,
Science,4,Senses at Work,Sensory response,الاستجابة الحسية,
Science,4,Senses at Work,Signal (nerve),إشارة (عصبية),
Science,4,Senses at Work,Sound,الصوت,
Science,4,Senses at Work,Sound waves,الموجات الصوتية,
Science,4,Senses at Work,Spinal cord,الحبل الشوكي,
Science,4,Senses at Work,Vibrations,الاهتزازات,
Science,4,Senses at Work,Sense of sight,حاسة البصر,
Science,4,Light and Sight,Absorbed (light),يمتص (الضوء),يُمتَص/يتم امتصاصه
Science,4,Light and Sight,Chemical reaction,تفاعل كيميائي,
Science,4,Light and Sight,Code,الشفرة,
Science,4,Light and Sight,Decode,يفك الشفرات,
Science,4,Light and Sight,Diffuse (light),يتبعثر (الضوء),
Science,4,Light and Sight,E-reader,قارئ إلكتروني,
Science,4,Light and Sight,Encode,تشفر,
Science,4,Light and Sight,"Energy (light, sound)","الطاقة (الضوئية, الصوتية)",
Science,4,Light and Sight,Eye,العين,
Science,4,Light and Sight,Firefly,الخنافس المضيئة,
Science,4,Light and Sight,Flashlight,مصباح يدوي,
Science,4,Light and Sight,Heightened senses,حواس قوية,
Science,4,Light and Sight,Language,اللغة,
Science,4,Light and Sight,Lenses,العدسات,
Science,4,Light and Sight,Light,الضوء,
Science,4,Light and Sight,Light energy,طاقة الضوء,
Science,4,Light and Sight,Light rays,أشعة الضوء,
Science,4,Light and Sight,Lighthouses,المنارات,
Science,4,Light and Sight,Matter,المواد,
Science,4,Light and Sight,Mirror-like membrane,غشاء يعمل كمرآة,
Science,4,Light and Sight,Night vision,الرؤية الليلية,
Science,4,Light and Sight,Opaque,معتم,
Science,4,Light and Sight,Pattern,نمط,
Science,4,Light and Sight,Pupil,حدقة العين,
Science,4,Light and Sight,Light Energy,الطاقة الضوئية,
Science,4,Light and Sight,Reflection,انعكاس,
Science,4,Light and Sight,Reflective materials,مواد عاكسة,
Science,4,Light and Sight,Rough surface,سطح خشن,
Science,4,Light and Sight,Scatter (light),يتشتت (الضوء),
Science,4,Light and Sight,Shadows,ظل,
Science,4,Light and Sight,Signals,إشارات,
Science,4,Light and Sight,Smooth surface,سطح ناعم,
Science,4,Light and Sight,Sources of light,مصادر الضوء,
Science,4,Light and Sight,Symbols,الرموز,
Science,4,Light and Sight,Transfer of information,نقل المعلومات,
Science,4,Light and Sight,Transparent,شفاف,
Science,4,Light and Sight,Vision,الرؤية,
Science,4,Light and Sight,Light Waves,الموجات الضوئية,
Science,4,Starting and Stopping,Balanced forces,القوى المتزنة,
Science,4,Starting and Stopping,Energy,الطاقة,
Science,4,Starting and Stopping,Energy reserves,الطاقة المختزنة,
Science,4,Starting and Stopping,Force,القوة,
Science,4,Starting and Stopping,Friction,الاحتكاك,
Science,4,Starting and Stopping,Gravity,الجاذبية,
Science,4,Starting and Stopping,Hypothesis,فرض,
Science,4,Starting and Stopping,Jet engines,محركات نفاثة,
Science,4,Starting and Stopping,Motion,الحركة,
Science,4,Starting and Stopping,Parachutes,مظلات,
Science,4,Starting and Stopping,Position,موضع الجسم,
Science,4,Starting and Stopping,Pull (force),السحب (قوة),
Science,4,Starting and Stopping,Push (force),الدفع (قوة),
Science,4,Starting and Stopping,Speed,السرعة,
Science,4,Starting and Stopping,Unbalanced forces,القوى غير المتزنة,
Science,4,Starting and Stopping,Work,الشغل,
Science,4,Energy and Motion,Active form of energy,طاقة حركة,
Science,4,Energy and Motion,Chemical energy,الطاقة الكيميائية,
Science,4,Energy and Motion,Energy is conserved,الطاقة تُختزن (تُحفظ),
Science,4,Energy and Motion,Electrical energy,الطاقة الكهربية,
Science,4,Energy and Motion,Electricity,الكهرباء,
Science,4,Energy and Motion,Engine,المحرك,
Science,4,Energy and Motion,Fuel,الوقود,
Science,4,Energy and Motion,Gravitational potential energy,طاقة وضع الجاذبية,
Science,4,Energy and Motion,Kinetic energy,طاقة الحركة,
Science,4,Energy and Motion,Light energy,الطاقة الضوئية,
Science,4,Energy and Motion,Mechanical energy,الطاقة الميكانيكية,
Science,4,Energy and Motion,Motors,محركات,
Science,4,Energy and Motion,Natural gas,الغاز الطبيعي,
Science,4,Energy and Motion,Potential energy,طاقة الوضع,طاقة كامنة
Science,4,Energy and Motion,Radiant energy,طاقة ضوئية,
Science,4,Energy and Motion,Solar energy,الطاقة الشمسية,
Science,4,Energy and Motion,Sound energy,الطاقة الصوتية,
Science,4,Energy and Motion,Stored energy,الطاقة المختزنة,
Science,4,Energy and Motion,Thermal energy,الطاقة الحرارية,
Science,4,Energy and Motion,Transferred (energy),تنتقل (الطاقة),
Science,4,Energy and Motion,Transformed (energy),تتحول (الطاقة),
Science,4,Energy and Motion,Vibrations of particles,اهتزاز جزيئات المادة,
Science,4,Energy and Collisions,Airbags,الوسائد الهوائية,
Science,4,Energy and Collisions,Collision,التصادم,
Science,4,Energy and Collisions,Dashboard,لوحة التابلوه,
Science,4,Energy and Collisions,Deflate,تنكمش,
Science,4,Energy and Collisions,Distance,المسافة,
Science,4,Energy and Collisions,Energy transfer,انتقال الطاقة,
Science,4,Energy and Collisions,Energy is conserved,الطاقة لا تفنى,
Science,4,Energy and Collisions,Force,القوة,
Science,4,Energy and Collisions,Headlong collision,التصادم من الأمام,
Science,4,Energy and Collisions,Impact,تأثير (السيارة),
Science,4,Energy and Collisions,Incline,ميل,
Science,4,Energy and Collisions,Inflate,تنتفخ,
Science,4,Energy and Collisions,Kilometers per hour,كيلومتر في الساعة,
Science,4,Energy and Collisions,Kinetic energy,طاقة الحركة,
Science,4,Energy and Collisions,Mass,الكتلة,
Science,4,Energy and Collisions,Newton’s cradle,بندول نيوتن,
Science,4,Energy and Collisions,Pendulum balls,بندول الكرات,
Science,4,Energy and Collisions,Rear-end collision,التصادم من الخلف,
Science,4,Energy and Collisions,Seatbelts,أحزمة الأمان,
Science,4,Energy and Collisions,Sensors,مستشعرات,
Science,4,Energy and Collisions,Speed,السرعة,
Science,4,Energy and Collisions,Steering wheel,عجلة القيادة,
Science,4,Energy and Collisions,Stopwatch,ساعة إيقاف,
Science,4,Energy and Collisions,Time,الزمن,
Science,4,Energy and Collisions,Vents,فتحات,
Science,4,Energy and Collisions,Wrecking ball,كرة هدم,
Science,5,The Cell as a System,Bacteria,بكتيريا,
Science,5,The Cell as a System,Cell,خلية,
Science,5,The Cell as a System,Cell membrane,غشاء الخلية,
Science,5,The Cell as a System,Cell wall,جدار الخلية,
Science,5,The Cell as a System,Cellular respiration,التنفس الخلوي,
Science,5,The Cell as a System,Chloroplast,البلاستيدة الخضراء,
Science,5,The Cell as a System,Cytoplasm,السيتوبلازم,
Science,5,The Cell as a System,Endoplasmic reticulum,الشبكة الإندوبلازمية,
Science,5,The Cell as a System,Exoskeleton,الهيكل الخارجي,
Science,5,The Cell as a System,Golgi apparatus,جهاز جولجي,
Science,5,The Cell as a System,Microscope,الميكروسكوب,
Science,5,The Cell as a System,Mitochondria,الميتوكوندريا,
Science,5,The Cell as a System,Multicellular,عديد الخلايا,
Science,5,The Cell as a System,Nucleus,النواة,
Science,5,The Cell as a System,Organ,العضو,
Science,5,The Cell as a System,Organelle,عضية,
Science,5,The Cell as a System,Photosynthesis,البناء الضوئي,
Science,5,The Cell as a System,Plasma membrane,الغشاء البلازمي,
Science,5,The Cell as a System,Tissue,نسيج,
Science,5,The Cell as a System,Unicellular,وحيد الخلية,
Science,5,The Cell as a System,Vacuole,الفجوة العصارية,
Science,5,The Cell as a System,Cellulose,السليلوز,
Science,5,The Body as a System,Anus,فتحة الشرج,
Science,5,The Body as a System,Arteries,الشرايين,
Science,5,The Body as a System,Bladder,المثانة,
Science,5,The Body as a System,Capillaries,الشعيرات الدموية,
Science,5,The Body as a System,Circulatory system,الجهاز الدوري,
Science,5,The Body as a System,Diaphragm,الحجاب الحاجز,
Science,5,The Body as a System,Digestive system,الجهاز الهضمي,
Science,5,The Body as a System,Endocrine system,جهاز الغدد الصماء,
Science,5,The Body as a System,Enzymes,الإنزيمات,
Science,5,The Body as a System,Esophagus,المريء,
Science,5,The Body as a System,Excretory system,جهاز الإخراج,
Science,5,The Body as a System,Gallbladder,الحويصلة الصفراوية,
Science,5,The Body as a System,Glands,الغدد,
Science,5,The Body as a System,Glucose,الجلوكوز,
Science,5,The Body as a System,Glycogen,الجليكوجين,
Science,5,The Body as a System,Hormones,الهرمونات,
Science,5,The Body as a System,Insulin,الإنسولين,
Science,5,The Body as a System,Involuntary muscle,عضلة لاإرادية,
Science,5,The Body as a System,Kidney,الكلية,
Science,5,The Body as a System,Large intestine,الأمعاء الغليظة,
Science,5,The Body as a System,Liver,الكبد,
Science,5,The Body as a System,Muscle,العضلة,
Science,5,The Body as a System,Musculoskeletal system,الجهاز العضلي الهيكلي,
Science,5,The Body as a System,Nephron,النفرون,
Science,5,The Body as a System,Nervous system,الجهاز العصبي,
Science,5,The Body as a System,Nutrients,العناصر الغذائية,
Science,5,The Body as a System,Pancreas,البنكرياس,
Science,5,The Body as a System,Rectum,المستقيم,
Science,5,The Body as a System,Respiratory system,الجهاز التنفسي,
Science,5,The Body as a System,Small intestine,الأمعاء الدقيقة,
Science,5,The Body as a System,Stomach,المعدة,
Science,5,The Body as a System,Tissues,الأنسجة,
Science,5,The Body as a System,Urea,اليوريا,
Science,5,The Body as a System,Urethra,القناة البولية,
Science,5,The Body as a System,Urinary system,الجهاز البولي,
Science,5,The Body as a System,Urination,التبول,
Science,5,The Body as a System,Veins,الأوردة,
Science,5,The Body as a System,Voluntary muscle,عضلة إرادية,
Science,5,The Body as a System,Fight or flight response,استجابة المواجهة أو الهروب,
Science,5,The Body as a System,Skeletal muscles,العضلات الهيكلية,
Science,5,The Body as a System,Digestion,الهضم,
Science,5,The Body as a System,Salivary glands,الغدد اللعابية,
Science,5,The Body as a System,Saliva,اللعاب,
Science,5,Energy as a System,Attract,تجاذب,
Science,5,Energy as a System,Circuit,دائرة كهربية,
Science,5,Energy as a System,Closed circuit,دائرة كهربية مغلقة,
Science,5,Energy as a System,Conductors,مواد موصلة,
Science,5,Energy as a System,Electric current,تيار كهربي,
Science,5,Energy as a System,Electricity,كهرباء,
Science,5,Energy as a System,Electrons,إلكترونات,
Science,5,Energy as a System,Force,قوة,
Science,5,Energy as a System,Galvanometer,جلفانومتر,
Science,5,Energy as a System,Generator,مولد,
Science,5,Energy as a System,Gravity,جاذبية,
Science,5,Energy as a System,Insulator,مادة عازلة,
Science,5,Energy as a System,Magnet,مغناطيس,
